ruta,carpeta,archivo,variedad,clase,hoja_id,formato,desv,ancho,alto,mb,md5,seg,clase_carpeta,correccion
Connecticut/1-2_BANDA/20260824_180050810_iOS.heic,Connecticut/1-2_BANDA,20260824_180050810_iOS.heic,connecticut,media_banda,hoja_0000,heic,66.95,6048,8064,5.85,89df0a91457413a2257699188aef5db3,1787616050.81,media_banda,
Connecticut/1-2_BANDA/20260824_180108494_iOS.heic,Connecticut/1-2_BANDA,20260824_180108494_iOS.heic,connecticut,media_banda,hoja_0001,heic,60.13,6048,8064,5.21,7ae9ee0cafbf90cc4dbf0705331f8bb7,1787616068.494,media_banda,
Connecticut/1-2_BANDA/20260824_180119388_iOS.heic,Connecticut/1-2_BANDA,20260824_180119388_iOS.heic,connecticut,media_banda,hoja_0002,heic,56.85,6048,8064,5.65,8be3ecd7e5f022a67c76e1a76cb5790b,1787616079.388,media_banda,
Connecticut/1-2_BANDA/20260824_180137304_iOS.heic,Connecticut/1-2_BANDA,20260824_180137304_iOS.heic,connecticut,media_banda,hoja_0003,heic,63.88,6048,8064,4.95,03e8a17abf59eb9368481a676dab61ab,1787616097.304,media_banda,
Connecticut/1-2_BANDA/20260824_180156902_iOS.heic,Connecticut/1-2_BANDA,20260824_180156902_iOS.heic,connecticut,media_banda,hoja_0004,heic,63.26,6048,8064,5.34,9676c5021da055998993f16a76608db9,1787616116.902,media_banda,
Connecticut/1-2_BANDA/20260824_180240572_iOS.heic,Connecticut/1-2_BANDA,20260824_180240572_iOS.heic,connecticut,media_banda,hoja_0005,heic,61.56,6048,8064,5.65,52889fa244fdf37cc97896ac30d60a45,1787616160.572,media_banda,
Connecticut/1-2_BANDA/20260824_180257585_iOS.heic,Connecticut/1-2_BANDA,20260824_180257585_iOS.heic,connecticut,media_banda,hoja_0006,heic,64.01,6048,8064,5.62,8f26193a2ef04b4d707e94ae497cb738,1787616177.585,media_banda,
Connecticut/1-2_BANDA/20260824_180314640_iOS.heic,Connecticut/1-2_BANDA,20260824_180314640_iOS.heic,connecticut,media_banda,hoja_0007,heic,60.59,6048,8064,6.39,4d45249abe1fffb06a23e1ec45bd7e12,1787616194.64,media_banda,
Connecticut/1-2_BANDA/20260824_180335975_iOS.heic,Connecticut/1-2_BANDA,20260824_180335975_iOS.heic,connecticut,media_banda,hoja_0008,heic,62.58,6048,8064,5.81,27c2c2ed0b03046925adc42dea14225c,1787616215.975,media_banda,
Connecticut/1-2_BANDA/20260824_180407188_iOS.heic,Connecticut/1-2_BANDA,20260824_180407188_iOS.heic,connecticut,media_banda,hoja_0009,heic,65.24,6048,8064,6.35,5af3ecf07d7869f8db40b8fea4dc073f,1787616247.188,media_banda,
Connecticut/1-2_BANDA/20260824_180416335_iOS.heic,Connecticut/1-2_BANDA,20260824_180416335_iOS.heic,connecticut,media_banda,hoja_0009,heic,64.44,6048,8064,5.53,b090c5625932ecdc939c15304fcd4ac7,1787616256.335,media_banda,
Connecticut/1-2_BANDA/20260824_180428617_iOS.heic,Connecticut/1-2_BANDA,20260824_180428617_iOS.heic,connecticut,media_banda,hoja_0010,heic,61.21,6048,8064,6.01,0d9ecd87c15ae31aea8cef0b3164972c,1787616268.617,media_banda,
Connecticut/1-2_BANDA/20260824_180445515_iOS.heic,Connecticut/1-2_BANDA,20260824_180445515_iOS.heic,connecticut,media_banda,hoja_0011,heic,60.54,6048,8064,5.16,94c11ae18fe82ca0052b1fbb403f61a1,1787616285.515,media_banda,
Connecticut/1-2_BANDA/20260824_180503869_iOS.heic,Connecticut/1-2_BANDA,20260824_180503869_iOS.heic,connecticut,media_banda,hoja_0012,heic,58.37,6048,8064,5.69,c5645f5281d46976d03027f374af0f29,1787616303.869,media_banda,
Connecticut/1-2_BANDA/20260824_180520623_iOS.heic,Connecticut/1-2_BANDA,20260824_180520623_iOS.heic,connecticut,media_banda,hoja_0013,heic,60.62,6048,8064,6.19,16efb55e4753566c6bbf4e3cf842f0cf,1787616320.623,media_banda,
Connecticut/1-2_BANDA/20260824_180533425_iOS.heic,Connecticut/1-2_BANDA,20260824_180533425_iOS.heic,connecticut,media_banda,hoja_0014,heic,60.42,6048,8064,6.17,e67405ed8d018415469806d8d1785dc0,1787616333.425,media_banda,
Connecticut/1-2_BANDA/20260824_180551649_iOS.heic,Connecticut/1-2_BANDA,20260824_180551649_iOS.heic,connecticut,media_banda,hoja_0015,heic,60.65,6048,8064,5.38,3da1bbd7777c2e4ae7aee0bd0d11baa5,1787616351.649,media_banda,
Connecticut/1-2_BANDA/20260824_180608637_iOS.heic,Connecticut/1-2_BANDA,20260824_180608637_iOS.heic,connecticut,media_banda,hoja_0016,heic,60.3,6048,8064,5.95,525ce3963dfbd79fd953451d4af878a7,1787616368.637,media_banda,
Connecticut/1-2_BANDA/20260824_180633451_iOS.heic,Connecticut/1-2_BANDA,20260824_180633451_iOS.heic,connecticut,media_banda,hoja_0017,heic,63.53,6048,8064,6.44,0bf3b4260572a0a6b5071dc56372a940,1787616393.451,media_banda,
Connecticut/1-2_BANDA/20260824_180655421_iOS.heic,Connecticut/1-2_BANDA,20260824_180655421_iOS.heic,connecticut,media_banda,hoja_0018,heic,58.75,6048,8064,6.28,d694cd9340b3d946751ee4dc0de49861,1787616415.421,media_banda,
Connecticut/1-2_BANDA/20260824_180714211_iOS.heic,Connecticut/1-2_BANDA,20260824_180714211_iOS.heic,connecticut,media_banda,hoja_0019,heic,60.26,6048,8064,6.24,6830a6ada3578e59712d4d49cfc31543,1787616434.211,media_banda,
Connecticut/1-2_BANDA/20260824_180735332_iOS.heic,Connecticut/1-2_BANDA,20260824_180735332_iOS.heic,connecticut,media_banda,hoja_0020,heic,61.31,6048,8064,6.33,13d791d7eb549f05bb0e863165df7185,1787616455.332,media_banda,
Connecticut/1-2_BANDA/20260824_180747669_iOS.heic,Connecticut/1-2_BANDA,20260824_180747669_iOS.heic,connecticut,media_banda,hoja_0021,heic,61.52,6048,8064,5.3,291b9af28972279b46a3bb73ac555641,1787616467.669,media_banda,
Connecticut/1-2_BANDA/20260824_180806012_iOS.heic,Connecticut/1-2_BANDA,20260824_180806012_iOS.heic,connecticut,media_banda,hoja_0022,heic,60.23,6048,8064,5.64,aa415ef5652553ceef4c989c4075e77c,1787616486.012,media_banda,
Connecticut/1-2_BANDA/20260824_180824338_iOS.heic,Connecticut/1-2_BANDA,20260824_180824338_iOS.heic,connecticut,media_banda,hoja_0023,heic,60.26,6048,8064,5.81,81e2249273acfc706d7f1ba5540cac4a,1787616504.338,media_banda,
Connecticut/1-2_BANDA/20260824_180845941_iOS.heic,Connecticut/1-2_BANDA,20260824_180845941_iOS.heic,connecticut,media_banda,hoja_0024,heic,61.68,6048,8064,5.19,1daf3e46315dadba684193743bd47e08,1787616525.941,media_banda,
Connecticut/1-2_BANDA/20260824_180847812_iOS.heic,Connecticut/1-2_BANDA,20260824_180847812_iOS.heic,connecticut,media_banda,hoja_0024,heic,54.7,6048,8064,4.33,cb7615a70cc425c04b4215d386e7f443,1787616527.812,media_banda,
Connecticut/1-2_BANDA/20260824_180859415_iOS.heic,Connecticut/1-2_BANDA,20260824_180859415_iOS.heic,connecticut,media_banda,hoja_0025,heic,60.14,6048,8064,4.92,a2ef382a2b17cb440c66c5bc6999622f,1787616539.415,media_banda,
Connecticut/1-2_BANDA/20260824_180915149_iOS.heic,Connecticut/1-2_BANDA,20260824_180915149_iOS.heic,connecticut,media_banda,hoja_0026,heic,58.42,6048,8064,6.35,d3667883f63281b28a962c92743fe6c1,1787616555.149,media_banda,
Connecticut/1-2_BANDA/20260824_180938904_iOS.heic,Connecticut/1-2_BANDA,20260824_180938904_iOS.heic,connecticut,media_banda,hoja_0027,heic,62.0,6048,8064,5.66,f76c6cf504f2645ddbb947b4017bed2b,1787616578.904,media_banda,
Connecticut/1-2_BANDA/20260824_180957873_iOS.heic,Connecticut/1-2_BANDA,20260824_180957873_iOS.heic,connecticut,media_banda,hoja_0028,heic,60.24,6048,8064,5.66,5498f66c9e7156697a8c64f0faa4935e,1787616597.873,media_banda,
Connecticut/1-2_BANDA/20260824_181015122_iOS.heic,Connecticut/1-2_BANDA,20260824_181015122_iOS.heic,connecticut,media_banda,hoja_0029,heic,59.38,6048,8064,5.8,7129ee12c2ea2764378714d7d232b235,1787616615.122,media_banda,
Connecticut/1-2_BANDA/20260824_181034284_iOS.heic,Connecticut/1-2_BANDA,20260824_181034284_iOS.heic,connecticut,media_banda,hoja_0030,heic,62.46,6048,8064,5.2,af7b971f4479e3b1101503b38b5f2304,1787616634.284,media_banda,
Connecticut/1-2_BANDA/20260824_181137770_iOS.heic,Connecticut/1-2_BANDA,20260824_181137770_iOS.heic,connecticut,media_banda,hoja_0031,heic,60.16,6048,8064,5.34,e1fa96e77ce7e35692a56c26fa87ab2f,1787616697.77,media_banda,
Connecticut/1-2_BANDA/20260824_181157290_iOS.heic,Connecticut/1-2_BANDA,20260824_181157290_iOS.heic,connecticut,media_banda,hoja_0032,heic,57.76,6048,8064,5.63,9334ddabeda640c7139c8a2dd9f77da5,1787616717.29,media_banda,
Connecticut/1-2_BANDA/20260824_181218203_iOS.heic,Connecticut/1-2_BANDA,20260824_181218203_iOS.heic,connecticut,media_banda,hoja_0033,heic,62.44,6048,8064,5.46,8395af22d6db92b4a80b4840f0d40da6,1787616738.203,media_banda,
Connecticut/1-2_BANDA/20260824_181241109_iOS.heic,Connecticut/1-2_BANDA,20260824_181241109_iOS.heic,connecticut,media_banda,hoja_0034,heic,63.4,6048,8064,5.96,1f90aed41c54057d3774f6b95047ddb0,1787616761.109,media_banda,
Connecticut/1-2_BANDA/20260824_181258341_iOS.heic,Connecticut/1-2_BANDA,20260824_181258341_iOS.heic,connecticut,media_banda,hoja_0035,heic,61.15,6048,8064,5.97,9b2904384d66116bc725d43bb32a722e,1787616778.341,media_banda,
Connecticut/1-2_BANDA/20260824_181319084_iOS.heic,Connecticut/1-2_BANDA,20260824_181319084_iOS.heic,connecticut,media_banda,hoja_0036,heic,61.26,6048,8064,5.01,d2c8429cc61ea26115d463f2b36dfb72,1787616799.084,media_banda,
Connecticut/1-2_BANDA/20260824_181339358_iOS.heic,Connecticut/1-2_BANDA,20260824_181339358_iOS.heic,connecticut,media_banda,hoja_0037,heic,59.04,6048,8064,5.06,55d3ddc24d2c4a2bc408fdeba5a5987d,1787616819.358,media_banda,
Connecticut/1-2_BANDA/20260824_181400019_iOS.heic,Connecticut/1-2_BANDA,20260824_181400019_iOS.heic,connecticut,media_banda,hoja_0038,heic,60.47,6048,8064,5.48,46f602ba65c9ae8112cf39cbd09cc7b7,1787616840.019,media_banda,
Connecticut/1-2_BANDA/20260824_181420553_iOS.heic,Connecticut/1-2_BANDA,20260824_181420553_iOS.heic,connecticut,media_banda,hoja_0039,heic,60.1,6048,8064,5.11,f32ecd0830a9c81a62c9f5d2e0698763,1787616860.553,media_banda,
Connecticut/1-2_BANDA/20260824_181435398_iOS.heic,Connecticut/1-2_BANDA,20260824_181435398_iOS.heic,connecticut,media_banda,hoja_0040,heic,60.57,6048,8064,6.02,dfc1dca72ca55795bc12e8acdd1e2951,1787616875.398,media_banda,
Connecticut/1-2_BANDA/20260824_181448154_iOS.heic,Connecticut/1-2_BANDA,20260824_181448154_iOS.heic,connecticut,media_banda,hoja_0041,heic,61.45,6048,8064,6.05,5f7813832025f83bca3173ec77a678fc,1787616888.154,media_banda,
Connecticut/1-2_BANDA/20260824_181459677_iOS.heic,Connecticut/1-2_BANDA,20260824_181459677_iOS.heic,connecticut,media_banda,hoja_0042,heic,58.33,6048,8064,5.85,863b052ce2ee7b3725e5845e9675eb29,1787616899.677,media_banda,
Connecticut/1-2_BANDA/20260824_181517343_iOS.heic,Connecticut/1-2_BANDA,20260824_181517343_iOS.heic,connecticut,media_banda,hoja_0043,heic,57.35,6048,8064,5.03,ee0cade454e7847583bb19f2e60b0bd9,1787616917.343,media_banda,
Connecticut/1-2_BANDA/20260824_181537890_iOS.heic,Connecticut/1-2_BANDA,20260824_181537890_iOS.heic,connecticut,media_banda,hoja_0044,heic,59.57,6048,8064,5.3,dcbc8be2a386395077b7e91c07043a92,1787616937.89,media_banda,
Connecticut/1-2_BANDA/20260824_181557641_iOS.heic,Connecticut/1-2_BANDA,20260824_181557641_iOS.heic,connecticut,media_banda,hoja_0045,heic,59.86,6048,8064,5.75,6f02ea17091aaf2daf51b3dda6f59950,1787616957.641,media_banda,
Connecticut/1-2_BANDA/20260824_181616185_iOS.heic,Connecticut/1-2_BANDA,20260824_181616185_iOS.heic,connecticut,media_banda,hoja_0046,heic,57.88,6048,8064,6.3,fbf6a6712fe36447c5a3ef7d22fcc811,1787616976.185,media_banda,
Connecticut/1-2_BANDA/20260824_181642220_iOS.heic,Connecticut/1-2_BANDA,20260824_181642220_iOS.heic,connecticut,media_banda,hoja_0047,heic,60.45,6048,8064,6.17,8ac93f9c3e80f0897734574b09b39917,1787617002.22,media_banda,
Connecticut/1-2_BANDA/20260824_181706869_iOS.heic,Connecticut/1-2_BANDA,20260824_181706869_iOS.heic,connecticut,media_banda,hoja_0048,heic,60.79,6048,8064,5.85,9022b28a6ae0154fd63c8642f9307967,1787617026.869,media_banda,
Connecticut/1-2_BANDA/20260824_181736069_iOS.heic,Connecticut/1-2_BANDA,20260824_181736069_iOS.heic,connecticut,media_banda,hoja_0049,heic,58.75,6048,8064,6.45,8a60052baba4388440c52068ece51ed5,1787617056.069,media_banda,
Connecticut/1-2_BANDA/20260824_181751497_iOS.heic,Connecticut/1-2_BANDA,20260824_181751497_iOS.heic,connecticut,media_banda,hoja_0050,heic,62.56,6048,8064,5.44,5e8321f7a2e3f933d788952aac8cf2c4,1787617071.497,media_banda,
Connecticut/1-2_BANDA/20260824_181814885_iOS.heic,Connecticut/1-2_BANDA,20260824_181814885_iOS.heic,connecticut,media_banda,hoja_0051,heic,63.02,6048,8064,6.12,36ac904c89d4d83a840d3943727e5410,1787617094.885,media_banda,
Connecticut/1-2_BANDA/20260824_181838700_iOS.heic,Connecticut/1-2_BANDA,20260824_181838700_iOS.heic,connecticut,media_banda,hoja_0052,heic,64.87,6048,8064,5.4,350418a3607b11ffc928fa76463f914e,1787617118.7,media_banda,
Connecticut/1-2_BANDA/20260824_181931566_iOS.heic,Connecticut/1-2_BANDA,20260824_181931566_iOS.heic,connecticut,media_banda,hoja_0053,heic,61.82,6048,8064,5.23,840af21e7c672c2bb7aebca23399bb16,1787617171.566,media_banda,
Connecticut/1-2_BANDA/20260824_181956780_iOS.heic,Connecticut/1-2_BANDA,20260824_181956780_iOS.heic,connecticut,media_banda,hoja_0054,heic,59.94,6048,8064,5.73,a4ef1959f367086cce7ab0c63dee7642,1787617196.78,media_banda,
Connecticut/1-2_BANDA/20260824_182017884_iOS.heic,Connecticut/1-2_BANDA,20260824_182017884_iOS.heic,connecticut,media_banda,hoja_0055,heic,60.01,6048,8064,5.24,e98b02285bc745e7d344fe1771da7199,1787617217.884,media_banda,
